jobfamilycode,Job_Family,soc2,SOC2_Title,soc3,soc3description,SOC,SOC Title,Middle_Skill
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",542,Printing Trades,5423,Print finishing and binding workers,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5431,Butchers,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5432,Bakers and flour confectioners,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5434,Chefs,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5435,Cooks,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5433,Fishmongers and poultry dressers,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",543,Food Preparation and Hospitality Trades,5436,Catering and bar managers,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",544,Other Skilled Trades,5441,"Glass and ceramics makers, decorators and finishers",1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",544,Other Skilled Trades,5442,Furniture makers and other craft woodworkers,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",544,Other Skilled Trades,5443,Florists,1
5,Skilled Trades Occupations,54,"Textiles, Printing And Other Skilled Trades",544,Other Skilled Trades,5449,Other skilled trades n.e.c.,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,612,Childcare and Related Personal Services,6121,Nursery nurses and assistants,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,612,Childcare and Related Personal Services,6122,Childminders and related occupations,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,612,Childcare and Related Personal Services,6125,Teaching assistants,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,612,Childcare and Related Personal Services,6123,Playworkers,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,612,Childcare and Related Personal Services,6126,Educational support assistants,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,613,Animal Care and Control Services,6131,Veterinary nurses,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,613,Animal Care and Control Services,6132,Pest control officers,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,613,Animal Care and Control Services,6139,Animal care services occupations n.e.c.,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6141,Nursing auxiliaries and assistants,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6142,Ambulance staff (excluding paramedics),1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6143,Dental nurses,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6145,Care workers and home carers,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6146,Senior care workers,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6147,Care escorts,1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6148,"Undertakers, mortuary and crematorium assistants",1
6,"Caring, Leisure And Other Service Occupations",61,Caring Personal Service Occupations,614,Caring Personal Services,6144,Houseparents and residential wardens,1
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",621,Leisure and Travel Services,6211,Sports and leisure assistants,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",621,Leisure and Travel Services,6212,Travel agents,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",621,Leisure and Travel Services,6214,Air travel assistants,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",621,Leisure and Travel Services,6215,Rail travel assistants,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",621,Leisure and Travel Services,6219,Leisure and travel service occupations n.e.c.,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",622,Hairdressers and Related Services,6221,Hairdressers and barbers,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",622,Hairdressers and Related Services,6222,Beauticians and related occupations,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",623,Housekeeping and Related Services,6231,Housekeepers and related occupations,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",623,Housekeeping and Related Services,6232,Caretakers,0
6,"Caring, Leisure And Other Service Occupations",62,"Leisure, Travel And Related Personal Service Occupations",624,Cleaning and Housekeeping Managers and Supervisors,6240,Cleaning and housekeeping managers and supervisors,0
7,Sales And Customer Service Occupations,71,Sales Occupations,711,Sales Assistants and Retail Cashiers,7111,Sales and retail assistants,0
7,Sales And Customer Service Occupations,71,Sales Occupations,711,Sales Assistants and Retail Cashiers,7112,Retail cashiers and check-out operators,0
7,Sales And Customer Service Occupations,71,Sales Occupations,711,Sales Assistants and Retail Cashiers,7113,Telephone salespersons,0
7,Sales And Customer Service Occupations,71,Sales Occupations,711,Sales Assistants and Retail Cashiers,7114,Pharmacy and other dispensing assistants,0
7,Sales And Customer Service Occupations,71,Sales Occupations,711,Sales Assistants and Retail Cashiers,7115,Vehicle and parts salespersons and advisers,0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7121,Collector salespersons and credit agents,0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7122,"Debt, rent and other cash collectors",0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7123,Roundspersons and van salespersons,0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7124,Market and street traders and assistants,0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7125,Merchandisers and window dressers,0
7,Sales And Customer Service Occupations,71,Sales Occupations,712,Sales Related Occupations,7129,Sales related occupations n.e.c.,0
7,Sales And Customer Service Occupations,71,Sales Occupations,713,Sales Supervisors,7130,Sales Supervisors,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,721,Customer Service Occupations,7211,Call and contact centre occupations,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,721,Customer Service Occupations,7213,Telephonists,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,721,Customer Service Occupations,7214,Communication operators,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,721,Customer Service Occupations,7215,Market research interviewers,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,721,Customer Service Occupations,7219,Customer service occupations n.e.c.,0
7,Sales And Customer Service Occupations,72,Customer Service Occupations,722,Customer Service Managers and Supervisors,7220,Customer service managers and supervisors,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8111,"Food, drink and tobacco process operatives",0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8113,Textile process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8112,Glass and ceramics process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8114,Chemical and related process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8115,Rubber process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8116,Plastics process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8117,Metal making and treating process operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8118,Electroplaters,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",811,Process Operatives,8119,Process operatives n.e.c.,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8122,Coal mine operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8123,Quarry workers and related operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8125,Metal working machine operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8126,Water and sewerage plant operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8121,Paper and wood machine operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8124,Energy plant operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8127,Printing machine assistants,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",812,Plant and Machine Operatives,8129,Plant and machine operatives n.e.c.,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8131,Assemblers (electrical and electronic products),0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8132,Assemblers (vehicles and metal goods),0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8133,Routine inspectors and testers,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8134,"Weighers, graders and sorters",0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8135,"Tyre, exhaust and windscreen fitters",0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8137,Sewing machinists,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",813,Assemblers and Routine Operatives,8139,Assemblers and routine operatives n.e.c.,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",814,Construction Operatives,8141,"Scaffolders, stagers and riggers",0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",814,Construction Operatives,8142,Road construction operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",814,Construction Operatives,8143,Rail construction and maintenance operatives,0
8,"Process, Plant And Machine Operatives",81,"Process, Plant And Machine Operatives",814,Construction Operatives,8149,Construction operatives n.e.c.,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,821,Road Transport Drivers,8211,Large goods vehicle drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,821,Road Transport Drivers,8212,Van drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,821,Road Transport Drivers,8213,Bus and coach drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,821,Road Transport Drivers,8214,Taxi and cab drivers and chauffeurs,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,821,Road Transport Drivers,8215,Driving instructors,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,822,Mobile Machine Drivers and Operatives,8221,Crane drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,822,Mobile Machine Drivers and Operatives,8222,Fork-lift truck drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,822,Mobile Machine Drivers and Operatives,8223,Agricultural machinery drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,822,Mobile Machine Drivers and Operatives,8229,Mobile machine drivers and operatives n.e.c.,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,823,Other Drivers and Transport Operatives,8231,Train and tram drivers,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,823,Other Drivers and Transport Operatives,8232,Marine and waterways transport operatives,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,823,Other Drivers and Transport Operatives,8233,Air transport operatives,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,823,Other Drivers and Transport Operatives,8234,Rail transport operatives,0
8,"Process, Plant And Machine Operatives",82,Transport And Mobile Machine Drivers And Operatives,823,Other Drivers and Transport Operatives,8239,Other drivers and transport operatives n.e.c.,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,911,Elementary Agricultural Occupations,9111,Farm workers,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,911,Elementary Agricultural Occupations,9112,Forestry workers,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,911,Elementary Agricultural Occupations,9119,Fishing and other elementary agriculture occupations n.e.c.,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,912,Elementary Construction Occupations,9120,Elementary construction occupations,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,913,Elementary Process Plant Occupations,9132,Industrial cleaning process occupations,0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,913,Elementary Process Plant Occupations,9134,"Packers, bottlers, canners and fillers",0
9,Elementary Occupations,91,Elementary Trades And Related Occupations,913,Elementary Process Plant Occupations,9139,Elementary process plant occupations n.e.c.,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,921,Elementary Administration Occupations,9211,"Postal workers, mail sorters, messengers and couriers",0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,921,Elementary Administration Occupations,9219,Elementary administration occupations n.e.c.,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9231,Window cleaners,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9232,Street cleaners,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9233,Cleaners and domestics,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9234,"Launderers, dry cleaners and pressers",0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9235,Refuse and salvage occupations,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9236,Vehicle valeters and cleaners,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,923,Elementary Cleaning Occupations,9239,Elementary cleaning occupations n.e.c.,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,924,Elementary Security Occupations,9241,Security guards and related occupations,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,924,Elementary Security Occupations,9242,Parking and civil enforcement occupations,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,924,Elementary Security Occupations,9244,School midday and crossing patrol occupations,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,924,Elementary Security Occupations,9249,Elementary security occupations n.e.c.,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,925,Elementary Sales Occupations,9251,Shelf fillers,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,925,Elementary Sales Occupations,9259,Elementary sales occupations n.e.c.,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,926,Elementary Storage Occupations,9260,Elementary storage occupations,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9271,Hospital porters,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9272,Kitchen and catering assistants,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9273,Waiters and waitresses,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9274,Bar staff,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9275,Leisure and theme park attendants,0
9,Elementary Occupations,92,Elementary Administration And Service Occupations,927,Other Elementary Services Occupations,9279,Other elementary services occupations n.e.c.,0
